#FullRangeData
#FrequencySweepPeakPosition=301524.926686217
#FrequencySweepOffsetPosition=301524.926686217
#MeanAmplitude=0.012710593722016892
#ZoomedData
#FrequencySweepPeakPosition=300345.3079178886
#FrequencySweepOffsetPosition=300201.6129032259
#FullWidthHalfMax=1.1381413870142714
#QFactor=263.89103440460565
#MeasuredAmplitude=1.4994220557267983
#AppliedAmplitude=0.06134126802471961
#RootMeanSquareError=0.02954360311739892
#MeanAbsoluteError=0.01944299153783892
#ValidationData
#CheckMaxAmplitudeNoiseLevelRatio=False
#MaxAmplitudeNoiseLevelRatioThreshold=5
#CheckFullWidthHalfMax=False
#FullWidthHalfMaxThreshold=2
#CheckRootMeanSquareError=False
#RootMeanSquareErrorThreshold=0.1
#Frequency[kHz],RawAmplitude[V],RawLateralAmplitude[V],RawPhase[rad],Amplitude[V],LateralAmplitude[V],Phase[rad],ZoomedFrequency[kHz],ZoomedRawAmplitude[V],ZoomedRawLateralAmplitude[V],ZoomedRawPhase[rad],ZoomedAmplitude[V],ZoomedLateralAmplitude[V],ZoomedPhase[rad],Fitted Amplitude[V]
20,0.0006103701895199438,0.00015259021896696422,0.008926664021729178,0.0006986260252698048,0.00025375865878326154,0.018877987506016585,298.8555718475074,0.1663258766441847,0.011291676203555352,1.3769951475569933,0.25411587833232246,0.020317070586219947,1.3212010888094454,0.2236424425148763
20.469208211143695,0,0,0.01022370067445906,0.0006986260252698048,0.00025375865878326154,0.018877987506016585,298.85850439882705,0.3051850947599719,0.023651483939879453,1.262169255653554,0.25411587833232246,0.020317070586219947,1.3212010888094454,0.22437987607983728
20.938416422287393,0.0009155552842799158,0.00015259021896696422,0.011978514969328898,0.0006986260252698048,0.00025375865878326154,0.018877987506016585,298.8614369501467,0.2371288186284982,0.018616006713969634,1.3212988677632984,0.25411587833232246,0.020317070586219947,1.3212010888094454,0.22511920369586
21.407624633431084,0.0024414807580797754,0.00030518043793392844,0.022736289559617907,0.0006986260252698048,0.00025375865878326154,0.018877987506016585,298.86436950146634,0.2578814050721763,0.02288853284504463,1.3037507248146,0.25411587833232246,0.020317070586219947,1.3212010888094454,0.22586043843210846
21.87683284457478,0,0.00015259021896696422,-0.0007629627368999298,0.0006986260252698048,0.00025375865878326154,0.018877987506016585,298.867302052786,0.25025177770317697,0.02426184481574731,1.3077944273201696,0.25411587833232246,0.020317070586219947,1.3212010888094454,0.22660359346685416
22.346041055718473,0.0006103701895199438,0,0.005645924253059481,0.0006986260252698048,0.00025375865878326154,0.018877987506016585,298.87023460410563,0.2465895565660573,0.023651483939879453,1.313821832941679,0.25411587833232246,0.020317070586219947,1.3212010888094454,0.22734868208852704
22.81524926686217,0.0009155552842799158,0,-0.011444441053498948,0.0006956414643279483,0.00025800993516468583,0.018699271523078376,298.8731671554253,0.24933622241889705,0.021667811093308918,1.3183233130893888,0.25438651263365203,0.020327906745786325,1.3211759862832253,0.2280957176967776
23.284457478005866,0.0012207403790398877,0.00015259021896696422,0.05386516922513505,0.0006926872227353422,0.0002630296058285561,0.01847115442419479,298.87609970674487,0.24964140751365704,0.02029449912260624,1.326639606921598,0.2547162696660203,0.020341718893566226,1.3211379653455253,0.22884471380353572
23.75366568914956,0.0006103701895199438,0.00015259021896696422,0.04341257972960601,0.0006900645990251646,0.00026875419060603904,0.018191863948654165,298.87903225806457,0.25269325846125673,0.017547875181200885,1.336329233680227,0.2551052782866616,0.020358884120711816,1.3210832483949249,0.22959568403416852
24.222873900293255,0.0003051850947599719,0.00015259021896696422,0.05661183507797479,0.0006880729967712653,0.00027509936509375883,0.0178631965178996,298.8819648093842,0.2569658497878964,0.017853055619134812,1.337549974059267,0.2555530723355811,0.02037965729536364,1.3210087438052798,0.23034864212843145
24.69208211143695,0.0009155552842799158,0.00045777065690089265,-0.00946073793755913,0.0006870023447508532,0.0002819628030494169,0.017489995647973874,298.88489736070386,0.2630695516830958,0.016937514305333027,1.3323618274483475,0.2560588938290476,0.020404213698584892,1.3209119942880811,0.23110360194172191
25.161290322580644,0.0003051850947599719,0.0013733119707026778,0.012207403790398877,0.0006871065675139022,0.0002892345985090629,0.017078971863597848,298.8878299120235,0.26032288583025603,0.018616006713969634,1.325952940458388,0.25662173654365794,0.020432669868595967,1.320790837220996,0.23186057744612693
25.630498533724342,0.0006103701895199438,0.00015259021896696422,0.07133701590014344,0.0006891341739950365,0.0002962723700627112,0.016652146013384272,298.89076246334315,0.26367992187261574,0.021210040436408027,1.3161870174260688,0.2572097215786343,0.02046395232731794,1.320643832434935,0.23261958273156963
26.099706744868037,0.0009155552842799158,0.00015259021896696422,0.01075777459028901,0.0006932955046796823,0.00030286199057369986,0.016223079847504974,298.8936950146628,0.25818659016693624,0.023346303501945526,1.3116092410046694,0.2578154453278816,0.02049820508946219,1.3204695639215398,0.23338063200695403
26.568914956011728,0.0003051850947599719,0.00045777065690089265,0.0023651844843897824,0.0006996549881849971,0.0003087485919014889,0.015808234877643712,298.89662756598244,0.25605029450361644,0.023346303501945526,1.30390331736198,0.25843163114757967,0.02053575029319892,1.3202671239952928,0.2341437396013212
27.038123167155426,0,0,-0.00816370128482925,0.0007080989269512912,0.0003137170994442099,0.015425494308720183,298.8995601173021,0.25269325846125673,0.024109254596780347,1.314966277047029,0.25905124305374305,0.02057682575229495,1.3200365751898513,0.23490891996501867
27.50733137829912,0.0009155552842799158,0,-0.005645924253059481,0.000718327917404715,0.0003176083390471761,0.015091461300627922,298.9024926686218,0.2557451094088565,0.020752269779507133,1.3209173863948485,0.2596679424074191,0.020621385988420372,1.31977951258723,0.23567618767089696
27.976539589442815,0.0003051850947599719,0,0.02327036347544786,0.0007298928541844934,0.00032030577248999206,0.014816643876581426,298.90542521994143,0.25940733054597614,0.019226367589837492,1.3293099765007477,0.26027637215858695,0.0206689932726498,1.3194991756204004,0.2364455574154441
28.445747800586513,0.0003051850947599719,0.0013733119707026778,0.03738517410809656,0.0007421267116071134,0.00032179613525976704,0.014604747155807086,298.9083577712611,0.26215399639881587,0.015869382772564278,1.3306070131534775,0.2608765872610673,0.02071901848808613,1.3192000998745144,0.23721704402008245
28.9149560117302,0.0003051850947599719,0.00030518043793392844,-0.005645924253059481,0.0007543852035009996,0.000322038686352623,0.014452529810374076,298.91129032258067,0.2676473281044954,0.01739528496223392,1.3312936796166874,0.2614690462950175,0.02077070745242502,1.3188876978271533,0.23799066243231415
29.3841642228739,0.0009155552842799158,0,-0.03173924985503708,0.000766054363043827,0.0003210447953510375,0.01434701989620146,298.9142228739003,0.2661214026306955,0.019378957808804456,1.3218329416791283,0.2620550833118045,0.020823503056125063,1.3185661004896523,0.23876642772702966
29.853372434017594,0.0009155552842799158,0.00015259021896696422,0.008316293832209234,0.0007765694923558032,0.0003188722576326052,0.014267733376691627,298.91715542521996,0.26642658772545547,0.022125581750209813,1.3096255378887296,0.26263629955206064,0.020877103057785402,1.3182378461600313,0.2395443551076641
30.32258064516129,0.0027466658528397473,0.00015259021896696422,0.020142216254158147,0.0007854568516048874,0.00031561392478755986,0.01418998082675794,298.9200879765396,0.2618488113040559,0.024109254596780347,1.3068025757621997,0.26321423182780107,0.02093146482147174,1.3179045360789228,0.24032445990751755
30.791788856304986,0.0009155552842799158,0.0013733119707026778,0.017166661580248422,0.0007923658733153695,0.0003114052843404266,0.01408737635897523,298.92302052785925,0.260933256019776,0.023956664377813384,1.3032166508987701,0.26379052875364134,0.020986508760106735,1.3175675341433033,0.24110675759101374
31.26099706744868,0.0012207403790398877,0,0.0184636982329783,0.0007970388430186192,0.00030641688002836973,0.013932629242839122,298.92595307917895,0.26001770073549607,0.02243076218814374,1.3122196111941893,0.26436656985997226,0.021041821778860367,1.31722901908266,0.24189126375500264
31.730205278592372,0.0003051850947599719,0,0.0315103610339671,0.0007994511262433706,0.000300941478600188,0.013696763655262678,298.9288856304986,0.2584917752616962,0.021972991531242846,1.3209173863948485,0.2649438085805986,0.02109654168439475,1.3168918840261477,0.24267799413000113
32.199413489736074,0.0006103701895199438,0.00015259021896696422,0.024414807580797754,0.0007997979038004244,0.00029526995187426736,0.013351755516481531,298.93181818181824,0.2652058473464156,0.01907377737087053,1.3254188665425581,0.2655240356520855,0.02114963005484359,1.316559110218529,0.2434669645815996
32.66862170087977,0.0003051850947599719,0,-0.01327555162205878,0.0007984960667419764,0.0002896571679911477,0.012873881356926574,298.9347507331379,0.2667317728202155,0.017853055619134812,1.3301492355113376,0.26610902665132335,0.02120027301759454,1.316232454760841,0.2442581911117308
33.137829912023456,0.0024414807580797754,0.0013733119707026778,0.007705923642689291,0.0007961368423784135,0.000284347572974098,0.012249065892448043,298.93768328445753,0.27130954924161504,0.019226367589837492,1.3203833124790185,0.266700206587727,0.021248204334924574,1.3159114088565045,0.24505168986002923
33.60703812316716,0.0009155552842799158,0,0.061876277962584304,0.0007934137858238433,0.000279605509615723,0.011474609753482972,298.9406158357772,0.27222510452589493,0.02136263065537499,1.3162633136997588,0.2672980131969012,0.021293820994755207,1.3155934365761979,0.24584747710518962
34.07624633431085,0.0003051850947599719,0,0.03532517471846675,0.0007909522336565595,0.0002757483787601896,0.010560417892439672,298.9435483870968,0.2688680684835353,0.024109254596780347,1.3054292428357799,0.267902203924052,0.02133794350195524,1.3152745864559827,0.24664556926634035
34.54545454545455,0.0003051850947599719,0.00030518043793392844,0.04867702261421552,0.0007892960392037452,0.0002730452605261348,0.009530453491242253,298.94648093841647,0.2682576982940153,0.02426184481574731,1.3032166508987701,0.2685119866761802,0.021381328881224636,1.3149516290114238,0.24744598290443176
35.01466275659824,0.0003051850947599719,0.00045777065690089265,0.034104434339426865,0.0007888848330295338,0.00027172070416749177,0.008418135105122536,298.9494134897361,0.2633747367778558,0.024109254596780347,1.3096255378887296,0.26912656367540866,0.021424322957363767,1.3146233273078196,0.24824873472363923
35.483870967741936,0.0003051850947599719,0,0.017319254127628407,0.0007900331783824006,0.000271925356652089,0.007262056423237554,298.95234604105576,0.2661214026306955,0.021057450217441064,1.314889980773339,0.26974586480824225,0.0214667466594486,1.314290082129068,0.24905384157278188
35.95307917888563,0.0006103701895199438,0.00015259021896696422,0.0009918515579699087,0.0007928945669679266,0.00027374259491809563,0.00610350529316915,298.9552785923754,0.27008880886257514,0.018616006713969634,1.324198126163518,0.2703706404785749,0.021508275954378528,1.3139527608928014,0.2498613204467563
36.42228739002932,0.0009155552842799158,0,-0.039979247413556324,0.0007975106878913315,0.00027718378854798935,0.0049841063915197535,298.95821114369505,0.27222510452589493,0.017090104524299994,1.3251136814477982,0.2710022285276923,0.02154891368454917,1.3136107889526036,0.2506711884879862
36.89149560117303,0.0003051850947599719,0,-0.030365916928617207,0.0008036844653824865,0.00028209450071311576,0.003944834897582063,298.9611436950147,0.2764976958525346,0.02029449912260624,1.316949980162969,0.27164185309932043,0.021589308863626956,1.3132614522529773,0.25148346298788743
37.360703812316714,0.0003051850947599719,0.00015259021896696422,-0.02098147526474807,0.0008110804916403065,0.0002882823959765618,0.0030236539527966635,298.96407624633434,0.2752769554734947,0.02288853284504463,1.3096255378887296,0.27228995761394204,0.021630621189024604,1.3129005022951081,0.25229816138834926
37.8299120234604,0.0006103701895199438,0,-0.04203924680318613,0.0008192269217920791,0.00029556461355347897,0.00225344062776735,298.967008797654,0.27344584490493484,0.024414435034714275,1.2988677632984404,0.27294621424359344,0.021674014148015657,1.3125239980373333,0.25311530128323156
38.29912023460411,0.0006103701895199438,0,-0.00946073793755913,0.0008275552680393553,0.00030372702630720544,0.001659547109605783,298.96994134897363,0.2694784386730552,0.025177386129549097,1.3029877620777002,0.2736098384751128,0.021720182232596454,1.3121302629143878,0.2539349004198784
38.7683284457478,0.0027466658528397473,0.0013733119707026778,0.004196295052949614,0.0008354629333157793,0.00031250055411910407,0.0012573689953736223,298.97287390029334,0.2682576982940153,0.023193713282978562,1.3134403515732291,0.27428039257289516,0.021769019326663874,1.3117203386801617,0.2547569767006638
39.23753665689149,0.0006103701895199438,0.0006103608758678569,0.009384441663869137,0.0008424155390908092,0.0003215545316321174,0.0010491456532569243,298.975806451613,0.27253028962065495,0.019684138246738384,1.3177129428998688,0.27495822899937566,0.021819859362177767,1.311297262006979,0.2555815481844746
