time;V(Net-_D1-K_);V(Net-_U2-+_);
0.107002;1.76068;-2.21648;
0.107002;1.76067;-2.21671;
0.107002;1.76067;-2.21605;
0.107002;1.76066;-2.21483;
0.107003;1.76065;-2.21284;
0.107003;1.76063;-2.20965;
0.107004;1.76058;-2.20399;
0.107007;1.76049;-2.19281;
0.107012;1.76031;-2.1704;
0.107022;1.75995;-2.12565;
0.107042;1.75925;-2.03837;
0.107062;1.75854;-1.95127;
0.107082;1.75784;-1.86433;
0.107102;1.75714;-1.77758;
0.107122;1.75643;-1.69099;
0.107142;1.75573;-1.60459;
0.107162;1.75503;-1.51834;
0.107182;1.75433;-1.43228;
0.107202;1.75363;-1.34638;
0.107222;1.75293;-1.26067;
0.107242;1.75222;-1.17511;
0.107262;1.75152;-1.08973;
0.107282;1.75082;-1.00452;
0.107302;1.75012;-0.919486;
0.107322;1.74942;-0.834614;
0.107342;1.74872;-0.749917;
0.107362;1.74802;-0.665385;
0.107382;1.74732;-0.581025;
0.107402;1.74663;-0.49683;
0.107422;1.74593;-0.412807;
0.107442;1.74523;-0.328949;
0.107462;1.74453;-0.245261;
0.107482;1.74383;-0.161738;
0.107502;1.74314;-0.0783841;
0.107522;1.74244;0.00480545;
0.107542;1.74174;0.0878268;
0.107562;1.74105;0.170684;
0.107582;1.74035;0.253374;
0.107602;1.73965;0.3359;
0.107622;1.73896;0.41826;
0.107642;1.73826;0.500457;
0.107662;1.73757;0.582489;
0.107682;1.73687;0.664357;
0.107702;1.73618;0.746061;
0.107722;1.73548;0.827603;
0.107742;1.73479;0.90898;
0.107762;1.7341;0.990196;
0.107782;1.7334;1.07125;
0.107802;1.73271;1.15214;
0.107822;1.73202;1.23287;
0.107842;1.73132;1.31344;
0.107862;1.73063;1.39385;
0.107882;1.72994;1.47409;
0.107902;1.72925;1.55418;
0.107922;1.72856;1.63411;
0.107942;1.72786;1.71387;
0.107962;1.72718;1.79348;
0.107982;1.7265;1.87293;
0.108;1.72592;1.94271;
0.108;1.72592;1.94376;
0.108;1.72591;1.94552;
0.108001;1.7259;1.9474;
0.108001;1.72589;1.94764;
0.108001;1.72589;1.94698;
0.108001;1.72588;1.94576;
0.108002;1.72587;1.94378;
0.108002;1.72585;1.94059;
0.108003;1.72581;1.93494;
0.108006;1.72573;1.92378;
0.108008;1.77086;1.91336;
0.108011;1.89328;1.90287;
0.108013;1.98973;1.89377;
0.108015;2.02124;1.88416;
0.108018;2.02112;1.87305;
0.10802;2.02101;1.86101;
0.108024;2.02087;1.84673;
0.10803;2.02059;1.81819;
0.108043;2.02005;1.76263;
0.108054;2.01959;1.71355;
0.108067;2.01906;1.65681;
0.108084;2.01839;1.58513;
0.108101;2.01769;1.50957;
0.108121;2.01688;1.42314;
0.108141;2.01607;1.3369;
0.108161;2.01527;1.25082;
0.108181;2.01446;1.16492;
0.108201;2.01365;1.07918;
0.108221;2.01285;0.993623;
0.108241;2.01204;0.908232;
0.108261;2.01124;0.823013;
0.108281;2.01044;0.737964;
0.108301;2.00963;0.653084;
0.108321;2.00883;0.568375;
0.108341;2.00802;0.483834;
0.108361;2.00722;0.399463;
0.108381;2.00642;0.31526;
0.108401;2.00562;0.231225;
0.108421;2.00481;0.147358;
0.108441;2.00401;0.0636593;
0.108461;2.00321;-0.0198726;
0.108481;2.00241;-0.103238;
0.108501;2.00161;-0.186436;
0.108521;2.00081;-0.269468;
0.108541;2.00001;-0.352335;
0.108561;1.99921;-0.435035;
0.108581;1.99841;-0.517571;
0.108601;1.99761;-0.599941;
0.108621;1.99681;-0.682147;
0.108641;1.99601;-0.764189;
0.108661;1.99521;-0.846066;
0.108681;1.99442;-0.927781;
0.108701;1.99362;-1.00933;
0.108721;1.99282;-1.09072;
0.108741;1.99202;-1.17194;
0.108761;1.99123;-1.25301;
0.108781;1.99043;-1.33391;
0.108801;1.98963;-1.41465;
0.108821;1.98884;-1.49523;
0.108841;1.98804;-1.57564;
0.108861;1.98725;-1.6559;
0.108881;1.98645;-1.736;
0.108901;1.98566;-1.81593;
0.108921;1.98487;-1.89571;
0.108941;1.98407;-1.97532;
0.108961;1.98328;-2.05478;
0.108981;1.98249;-2.13408;
0.109001;1.98171;-2.21185;
0.109001;1.9817;-2.2129;
0.109001;1.98169;-2.21466;
0.109002;1.98168;-2.21654;
0.109002;1.98167;-2.21677;
0.109002;1.98166;-2.21611;
0.109002;1.98166;-2.21489;
0.109003;1.98164;-2.21291;
0.109003;1.98162;-2.20971;
0.109004;1.98157;-2.20405;
0.109007;1.98147;-2.19287;
0.109012;1.98126;-2.17046;
0.109022;1.98086;-2.12572;
0.109042;1.98007;-2.03843;
0.109062;1.97927;-1.95133;
0.109082;1.97848;-1.8644;
0.109102;1.97769;-1.77764;
0.109122;1.9769;-1.69105;
0.109142;1.97611;-1.60465;
0.109162;1.97532;-1.51841;
0.109182;1.97453;-1.43234;
0.109202;1.97374;-1.34645;
0.109222;1.97295;-1.26073;
0.109242;1.97216;-1.17517;
0.109262;1.97137;-1.0898;
0.109282;1.97058;-1.00458;
0.109302;1.9698;-0.919547;
0.109322;1.96901;-0.834675;
0.109342;1.96822;-0.749978;
0.109362;1.96743;-0.665445;
0.109382;1.96665;-0.581086;
0.109402;1.96586;-0.496891;
0.109422;1.96507;-0.412868;
0.109442;1.96429;-0.329009;
0.109462;1.9635;-0.245321;
0.109482;1.96272;-0.161798;
0.109502;1.96193;-0.078444;
0.109522;1.96115;0.00474565;
0.109542;1.96036;0.0877671;
0.109562;1.95958;0.170625;
0.109582;1.9588;0.253315;
0.109602;1.95801;0.335841;
0.109622;1.95723;0.418201;
0.109642;1.95645;0.500398;
0.109662;1.95566;0.58243;
0.109682;1.95488;0.664298;
0.109702;1.9541;0.746002;
0.109722;1.95332;0.827544;
0.109742;1.95254;0.908922;
0.109762;1.95176;0.990138;
0.109782;1.95098;1.07119;
0.109802;1.9502;1.15208;
0.109822;1.94942;1.23281;
0.109842;1.94864;1.31338;
0.109862;1.94786;1.39379;
0.109882;1.94708;1.47404;
0.109902;1.9463;1.55412;
0.109922;1.94552;1.63405;
0.109942;1.94474;1.71382;
0.109962;1.94397;1.79342;
0.109982;1.94319;1.87287;
0.11;1.9425;1.94265;
0.11;1.9425;1.9437;
0.11;1.94249;1.94546;
0.110001;1.94248;1.94735;
0.110001;1.94247;1.94758;
0.110001;1.94246;1.94692;
0.110001;1.94246;1.9457;
0.110002;1.94244;1.94372;
0.110002;1.94242;1.94053;
0.110003;1.94237;1.93488;
0.110006;1.94227;1.92372;
0.110011;1.94207;1.90136;
0.110021;1.94167;1.85669;
0.110041;1.9409;1.76957;
0.110061;1.94012;1.68264;
0.110081;1.93934;1.59587;
0.110101;1.93857;1.50928;
0.110121;1.93779;1.42285;
0.110141;1.93702;1.33661;
0.110161;1.93624;1.25053;
0.110181;1.93547;1.16463;
0.110201;1.9347;1.07889;
0.110221;1.93392;0.993336;
0.110241;1.93315;0.907944;
0.110261;1.93238;0.822728;
0.110281;1.9316;0.737676;
0.110301;1.93083;0.6528;
0.110321;1.93006;0.568089;
0.110341;1.92929;0.483551;
0.110361;1.92851;0.399178;
0.110381;1.92774;0.314978;
0.110401;1.92697;0.230942;
0.110421;1.9262;0.147077;
0.110441;1.92543;0.0633771;
0.110461;1.92466;-0.0201529;
0.110481;1.92389;-0.103519;
0.110501;1.92312;-0.186715;
0.110521;1.92235;-0.269748;
0.110541;1.92158;-0.352613;
0.110561;1.92082;-0.435314;
0.110581;1.92005;-0.517848;
0.110601;1.91928;-0.600219;
0.110621;1.91851;-0.682423;
0.110641;1.91775;-0.764465;
0.110661;1.91698;-0.846342;
0.110681;1.91621;-0.928056;
0.110701;1.91545;-1.00961;
0.110721;1.91468;-1.09099;
0.110741;1.91391;-1.17222;
0.110761;1.91315;-1.25328;
0.110781;1.91238;-1.33418;
0.110801;1.91162;-1.41492;
0.110821;1.91085;-1.4955;
0.110841;1.91009;-1.57591;
0.110861;1.90933;-1.65617;
0.110881;1.90856;-1.73626;
0.110901;1.9078;-1.8162;
0.110921;1.90704;-1.89598;
0.110941;1.90627;-1.97559;
0.110961;1.90551;-2.05505;
0.110981;1.90475;-2.13435;
0.111001;1.904;-2.21191;
0.111001;1.904;-2.21295;
0.111001;1.90399;-2.21471;
0.111002;1.90398;-2.21659;
0.111002;1.90396;-2.21682;
0.111002;1.90396;-2.21616;
0.111002;1.90396;-2.21495;
0.111003;1.90394;-2.21296;
0.111003;1.90392;-2.20977;
0.111004;1.90387;-2.2041;
0.111007;1.90377;-2.19292;
0.111012;1.90358;-2.17052;
0.111022;1.90319;-2.12577;
0.111042;1.90243;-2.03848;
0.111062;1.90167;-1.95138;
0.111082;1.90091;-1.86445;
0.111102;1.90014;-1.77769;
0.111122;1.89939;-1.69111;
0.111142;1.89863;-1.6047;
0.111162;1.89787;-1.51846;
0.111182;1.89711;-1.43239;
0.111202;1.89635;-1.3465;
0.111222;1.89559;-1.26078;
0.111242;1.89483;-1.17522;
0.111262;1.89407;-1.08985;
0.111282;1.89332;-1.00463;
0.111302;1.89256;-0.919597;
0.111322;1.8918;-0.834725;
0.111342;1.89105;-0.750028;
0.111362;1.89029;-0.665495;
0.111382;1.88953;-0.581135;
0.111402;1.88878;-0.496941;
0.111422;1.88802;-0.412917;
0.111442;1.88727;-0.329059;
0.111462;1.88651;-0.245371;
0.111482;1.88576;-0.161847;
0.111502;1.885;-0.0784931;
0.111522;1.88425;0.00469663;
0.111542;1.8835;0.0877182;
0.111562;1.88274;0.170576;
0.111582;1.88199;0.253266;
0.111602;1.88124;0.335793;
0.111622;1.88049;0.418153;
0.111642;1.87973;0.50035;
0.111662;1.87898;0.582381;
0.111682;1.87823;0.66425;
0.111702;1.87748;0.745954;
0.111722;1.87673;0.827496;
0.111742;1.87598;0.908874;
0.111762;1.87523;0.99009;
0.111782;1.87448;1.07114;
0.111802;1.87373;1.15204;
0.111822;1.87298;1.23276;
0.111842;1.87223;1.31333;
0.111862;1.87148;1.39374;
0.111882;1.87073;1.47399;
0.111902;1.86998;1.55407;
0.111922;1.86924;1.634;
0.111942;1.86849;1.71377;
0.111962;1.86774;1.79338;
0.111982;1.867;1.87282;
0.112;1.86634;1.94261;
0.112;1.86634;1.94365;
0.112;1.86633;1.94542;
0.112001;1.86632;1.9473;
0.112001;1.8663;1.94753;
0.112001;1.8663;1.94687;
0.112001;1.8663;1.94566;
0.112002;1.86628;1.94367;
0.112002;1.86626;1.94049;
0.112003;1.86621;1.93484;
0.112006;1.86612;1.92367;
0.112011;1.86593;1.90131;
0.112021;1.86555;1.85665;
0.112041;1.86479;1.76953;
0.112061;1.86405;1.68259;
0.11208;1.86335;1.60111;
0.1121;1.8626;1.51451;
0.11212;1.86186;1.42807;
0.11214;1.86111;1.34182;
0.11216;1.86037;1.25573;
0.11218;1.85962;1.16982;
0.1122;1.85888;1.08407;
0.11222;1.85814;0.998505;
0.11224;1.85739;0.913102;
0.11226;1.85665;0.827875;
0.11228;1.85591;0.742814;
0.1123;1.85517;0.657927;
0.11232;1.85442;0.573206;
0.11234;1.85368;0.488658;
0.11236;1.85294;0.404275;
0.11238;1.8522;0.320064;
0.1124;1.85146;0.236018;
0.11242;1.85072;0.152143;
0.11244;1.84998;0.068433;
0.11246;1.84924;-0.0151072;
0.11248;1.8485;-0.0984829;
0.1125;1.84776;-0.18169;
0.11252;1.84702;-0.264732;
0.11254;1.84628;-0.347607;
0.11256;1.84554;-0.430318;
0.11258;1.84481;-0.512862;
0.1126;1.84407;-0.595243;
0.11262;1.84333;-0.677458;
0.11264;1.84259;-0.759509;
0.11266;1.84186;-0.841396;
0.11268;1.84112;-0.92312;
0.1127;1.84038;-1.00468;
0.11272;1.83965;-1.08608;
0.11274;1.83891;-1.16731;
0.11276;1.83818;-1.24838;
0.11278;1.83744;-1.32929;
0.1128;1.83671;-1.41004;
0.11282;1.83597;-1.49063;
0.11284;1.83524;-1.57106;
0.11286;1.8345;-1.65132;
0.11288;1.83377;-1.73143;
0.1129;1.83304;-1.81137;
0.11292;1.8323;-1.89116;
0.11294;1.83157;-1.97078;
0.11296;1.83084;-2.05025;
0.11298;1.83011;-2.12956;
0.113;1.82938;-2.20871;
0.113001;1.82935;-2.21195;
0.113001;1.82934;-2.21299;
0.113001;1.82933;-2.21475;
0.113002;1.82932;-2.21663;
0.113002;1.82931;-2.21686;
0.113002;1.82931;-2.2162;
0.113002;1.8293;-2.21499;
0.113003;1.82929;-2.213;
0.113003;1.82926;-2.20981;
0.113004;1.82922;-2.20415;
0.113007;1.82912;-2.19296;
0.113012;1.82894;-2.17056;
0.113022;1.82856;-2.12581;
0.113042;1.82783;-2.03852;
0.113062;1.8271;-1.95143;
0.113082;1.82637;-1.86449;
0.113102;1.82564;-1.77774;
0.113122;1.82491;-1.69115;
0.113142;1.82418;-1.60474;
0.113162;1.82345;-1.5185;
0.113182;1.82272;-1.43244;
0.113202;1.82199;-1.34654;
0.113222;1.82126;-1.26082;
0.113242;1.82053;-1.17526;
0.113262;1.81981;-1.08989;
0.113282;1.81908;-1.00468;
0.113302;1.81835;-0.919638;
0.113322;1.81762;-0.834766;
0.113342;1.8169;-0.750069;
0.113362;1.81617;-0.665536;
0.113382;1.81544;-0.581176;
0.113402;1.81472;-0.496981;
0.113422;1.81399;-0.412958;
0.113442;1.81327;-0.329099;
0.113462;1.81254;-0.245411;
0.113482;1.81182;-0.161888;
0.113502;1.81109;-0.0785333;
0.113522;1.81037;0.0046565;
0.113542;1.80964;0.0876781;
0.113562;1.80892;0.170536;
0.113582;1.8082;0.253226;
0.113602;1.80747;0.335753;
0.113622;1.80675;0.418113;
0.113642;1.80603;0.50031;
0.113662;1.80531;0.582342;
0.113682;1.80458;0.66421;
0.113702;1.80386;0.745915;
0.113722;1.80314;0.827457;
0.113742;1.80242;0.908835;
0.113762;1.8017;0.990051;
0.113782;1.80098;1.0711;
0.113802;1.80026;1.152;
0.113822;1.79954;1.23273;
0.113842;1.79882;1.31329;
0.113862;1.7981;1.3937;
0.113882;1.79738;1.47395;
0.113902;1.79666;1.55404;
0.113922;1.79594;1.63396;
0.113942;1.79522;1.71373;
0.113962;1.79451;1.79334;
0.113982;1.79379;1.87279;
0.114;1.79317;1.94257;
0.114;1.79317;1.94361;
0.114;1.79316;1.94538;
0.114001;1.79315;1.94726;
0.114001;1.79314;1.94749;
0.114001;1.79314;1.94683;
0.114001;1.79313;1.94562;
0.114002;1.79312;1.94363;
0.114002;1.7931;1.94045;
0.114003;1.79305;1.9348;
0.114006;1.79296;1.92363;
0.114011;1.79279;1.90127;
0.114021;1.79243;1.85661;
0.114041;1.79171;1.76949;
0.114061;1.79098;1.68255;
0.114081;1.79024;1.59578;
0.114097;1.78967;1.52674;
0.114114;1.78907;1.45432;
0.114134;1.78836;1.36802;
0.114154;1.78764;1.28187;
0.114174;1.78693;1.19591;
0.114194;1.78621;1.11011;
0.114214;1.7855;1.02449;
0.114234;1.78478;0.939039;
0.114254;1.78407;0.853761;
0.114274;1.78335;0.768648;
0.114294;1.78264;0.68371;
0.114314;1.78193;0.598937;
0.114334;1.78122;0.514337;
0.114354;1.7805;0.429903;
0.114374;1.77979;0.345641;
0.114394;1.77908;0.261544;
0.114414;1.77837;0.177618;
0.114434;1.77766;0.0938569;
0.114454;1.77695;0.010266;
0.114474;1.77624;-0.0731604;
0.114494;1.77553;-0.156418;
0.114514;1.77482;-0.239511;
0.114534;1.77411;-0.322436;
0.114554;1.7734;-0.405198;
0.114574;1.77269;-0.487792;
0.114594;1.77198;-0.570223;
0.114614;1.77127;-0.652487;
0.114634;1.77056;-0.734589;
0.114654;1.76985;-0.816525;
0.114674;1.76915;-0.898299;
0.114694;1.76844;-0.979908;
0.114714;1.76773;-1.06136;
0.114734;1.76702;-1.14264;
0.114754;1.76632;-1.22376;
0.114774;1.76561;-1.30472;
0.114794;1.7649;-1.38552;
0.114814;1.7642;-1.46615;
0.114834;1.76349;-1.54663;
0.114854;1.76279;-1.62694;
0.114874;1.76208;-1.7071;
0.114894;1.76138;-1.78709;
0.114914;1.76067;-1.86692;
0.114934;1.75997;-1.9466;
0.114954;1.75927;-2.02611;
0.114974;1.75856;-2.10547;
0.114994;1.75786;-2.18467;
0.115001;1.75762;-2.21198;
0.115001;1.75761;-2.21303;
0.115001;1.75761;-2.21479;
0.115002;1.75759;-2.21667;
0.115002;1.75758;-2.2169;
0.115002;1.75758;-2.21624;
0.115002;1.75757;-2.21502;
0.115003;1.75756;-2.21303;
0.115003;1.75754;-2.20984;
0.115004;1.75749;-2.20418;
0.115007;1.7574;-2.193;
0.115012;1.75722;-2.17059;
0.115022;1.75686;-2.12585;
0.115042;1.75616;-2.03856;
0.115062;1.75546;-1.95146;
0.115082;1.75476;-1.86452;
0.115102;1.75406;-1.77777;
0.115122;1.75335;-1.69118;
0.115142;1.75265;-1.60478;
0.115162;1.75195;-1.51853;
0.115182;1.75125;-1.43247;
0.115202;1.75055;-1.34657;
0.115222;1.74985;-1.26085;
0.115242;1.74915;-1.1753;
0.115262;1.74845;-1.08992;
0.115282;1.74775;-1.00471;
0.115302;1.74705;-0.919672;
0.115322;1.74635;-0.8348;
0.115342;1.74566;-0.750102;
0.115362;1.74496;-0.665569;
0.115382;1.74426;-0.581209;
0.115402;1.74356;-0.497014;
0.115422;1.74286;-0.412991;
0.115442;1.74217;-0.329132;
0.115462;1.74147;-0.245444;
0.115482;1.74077;-0.161921;
0.115502;1.74008;-0.0785662;
0.115522;1.73938;0.00462367;
0.115542;1.73869;0.0876454;
0.115562;1.73799;0.170503;
0.115582;1.7373;0.253193;
0.115602;1.7366;0.33572;
0.115622;1.73591;0.41808;
0.115642;1.73521;0.500278;
0.115662;1.73452;0.582309;
0.115682;1.73383;0.664178;
0.115702;1.73313;0.745882;
0.115722;1.73244;0.827424;
0.115742;1.73175;0.908803;
0.115762;1.73105;0.990019;
0.115782;1.73036;1.07107;
0.115802;1.72967;1.15196;
0.115822;1.72898;1.23269;
0.115842;1.72829;1.31326;
0.115862;1.7276;1.39367;
0.115882;1.7269;1.47392;
0.115902;1.72621;1.554;
0.115922;1.72552;1.63393;
0.115942;1.72483;1.7137;
0.115962;1.72415;1.79331;
0.115982;1.72347;1.87275;
0.116;1.72289;1.94254;
0.116;1.72289;1.94358;
0.116;1.72288;1.94535;
0.116001;1.72287;1.94723;
0.116001;1.72286;1.94746;
0.116001;1.72286;1.9468;
0.116001;1.72286;1.94559;
0.116002;1.72285;1.9436;
0.116002;1.72283;1.94042;
0.116003;1.72279;1.93477;
0.116006;1.72287;1.9236;
0.116008;1.76045;1.9167;
0.116009;1.85379;1.90999;
0.116011;1.98317;1.90088;
0.116013;2.03921;1.8911;
0.116016;2.0391;1.88013;
0.116019;2.03897;1.86738;
0.116022;2.03885;1.8555;
0.116027;2.03862;1.83175;
0.116038;2.03816;1.78429;
0.116049;2.03768;1.73454;
0.116064;2.03709;1.67142;
0.116078;2.03653;1.61183;
0.116093;2.0359;1.5451;
0.116113;2.03508;1.4586;
0.116133;2.03427;1.37228;
0.116153;2.03346;1.28614;
0.116173;2.03264;1.20016;
0.116193;2.03183;1.11436;
0.116213;2.03102;1.02873;
0.116233;2.03021;0.943268;
0.116253;2.02939;0.857979;
0.116273;2.02858;0.77286;
0.116293;2.02777;0.68791;
0.116313;2.02696;0.603131;
0.116333;2.02615;0.518521;
0.116353;2.02534;0.434081;
0.116373;2.02453;0.349808;
0.116393;2.02372;0.265705;
0.116413;2.02291;0.181769;
0.116433;2.0221;0.0980012;
0.116453;2.02129;0.0144007;
0.116473;2.02048;-0.0690328;
0.116493;2.01968;-0.1523;
0.116513;2.01887;-0.2354;
0.116533;2.01806;-0.318334;
0.116553;2.01725;-0.401103;
0.116573;2.01645;-0.483706;
0.116593;2.01564;-0.566144;
0.116613;2.01484;-0.648418;
0.116633;2.01403;-0.730527;
0.116653;2.01322;-0.812472;
0.116673;2.01242;-0.894253;
0.116693;2.01161;-0.975871;
0.116713;2.01081;-1.05733;
0.116733;2.01001;-1.13862;
0.116753;2.0092;-1.21975;
0.116773;2.0084;-1.30071;
0.116793;2.00759;-1.38152;
0.116813;2.00679;-1.46216;
0.116833;2.00599;-1.54265;
0.116853;2.00519;-1.62297;
0.116873;2.00439;-1.70313;
0.116893;2.00358;-1.78313;
0.116913;2.00278;-1.86297;
0.116933;2.00198;-1.94266;
0.116953;2.00118;-2.02218;
0.116973;2.00038;-2.10154;
0.116993;1.99958;-2.18075;
0.117001;1.99926;-2.21201;
0.117001;1.99926;-2.21306;
0.117001;1.99925;-2.21482;
0.117002;1.99924;-2.2167;
0.117002;1.99922;-2.21693;
0.117002;1.99922;-2.21627;
0.117002;1.99921;-2.21505;
0.117003;1.9992;-2.21306;
0.117003;1.99918;-2.20987;
0.117004;1.99913;-2.20421;
0.117007;1.99902;-2.19303;
0.117012;1.99882;-2.17062;
0.117022;1.99841;-2.12587;
0.117042;1.99761;-2.03859;
0.117062;1.99681;-1.95149;
0.117082;1.99601;-1.86455;
0.117102;1.99521;-1.7778;
0.117122;1.99442;-1.69121;
0.117142;1.99362;-1.6048;
0.117162;1.99282;-1.51856;
0.117182;1.99202;-1.4325;
0.117202;1.99123;-1.3466;
0.117222;1.99043;-1.26088;
0.117242;1.98964;-1.17533;
0.117262;1.98884;-1.08995;
0.117282;1.98804;-1.00474;
0.117302;1.98725;-0.919699;
0.117322;1.98645;-0.834827;
0.117342;1.98566;-0.750129;
0.117362;1.98487;-0.665597;
0.117382;1.98407;-0.581237;
0.117402;1.98328;-0.497042;
0.117422;1.98249;-0.413018;
0.117442;1.98169;-0.329159;
0.117462;1.9809;-0.245471;
0.117482;1.98011;-0.161948;
0.117502;1.97932;-0.0785931;
0.117522;1.97852;0.00459683;
0.117542;1.97773;0.0876186;
0.117562;1.97694;0.170476;
0.117582;1.97615;0.253167;
0.117602;1.97536;0.335693;
0.117622;1.97457;0.418054;
0.117642;1.97378;0.500251;
0.117662;1.97299;0.582283;
0.117682;1.9722;0.664152;
0.117702;1.97141;0.745856;
0.117722;1.97063;0.827398;
0.117742;1.96984;0.908776;
0.117762;1.96905;0.989993;
0.117782;1.96826;1.07105;
0.117802;1.96748;1.15194;
0.117822;1.96669;1.23267;
0.117842;1.9659;1.31324;
0.117862;1.96512;1.39364;
0.117882;1.96433;1.47389;
0.117902;1.96354;1.55398;
0.117922;1.96276;1.63391;
0.117942;1.96197;1.71367;
0.117962;1.96119;1.79328;
0.117982;1.96041;1.87273;
0.118;1.95972;1.94251;
0.118;1.95971;1.94356;
0.118;1.9597;1.94532;
0.118001;1.95969;1.9472;
0.118001;1.95968;1.94744;
0.118001;1.95967;1.94678;
0.118001;1.95967;1.94556;
0.118002;1.95965;1.94358;
0.118002;1.95963;1.94039;
0.118003;1.95958;1.93474;
0.118006;1.95948;1.92358;
0.118011;1.95928;1.90121;
0.118021;1.95888;1.85655;
0.118041;1.95809;1.76943;
0.118061;1.95731;1.6825;
0.118081;1.95653;1.59572;
0.118101;1.95575;1.50914;
0.118121;1.95496;1.42271;
0.118141;1.95418;1.33647;
0.118161;1.9534;1.25039;
0.118181;1.95262;1.16449;
0.118201;1.95184;1.07875;
0.118221;1.95106;0.993198;
0.118241;1.95028;0.907805;
0.118261;1.9495;0.822589;
0.118281;1.94872;0.737538;
0.118301;1.94794;0.652662;
0.118321;1.94716;0.567951;
0.118341;1.94638;0.483414;
0.118361;1.9456;0.399041;
0.118381;1.94482;0.314841;
0.118401;1.94405;0.230805;
0.118421;1.94327;0.146941;
0.118441;1.94249;0.0632413;
0.118461;1.94171;-0.0202884;
0.118481;1.94094;-0.103654;
0.118501;1.94016;-0.18685;
0.118521;1.93939;-0.269883;
0.118541;1.93861;-0.352747;
0.118561;1.93784;-0.435448;
0.118581;1.93706;-0.517982;
0.118601;1.93629;-0.600352;
0.118621;1.93551;-0.682557;
0.118641;1.93474;-0.764598;
0.118661;1.93396;-0.846474;
0.118681;1.93319;-0.928188;
0.118701;1.93242;-1.00974;
0.118721;1.93164;-1.09113;
0.118741;1.93087;-1.17235;
0.118761;1.9301;-1.25341;
0.118781;1.92933;-1.33431;
0.118801;1.92856;-1.41505;
0.118821;1.92778;-1.49563;
0.118841;1.92701;-1.57604;
0.118861;1.92624;-1.6563;
0.118881;1.92547;-1.73639;
0.118901;1.9247;-1.81633;
0.118921;1.92393;-1.89611;
0.118941;1.92316;-1.97572;
0.118961;1.92239;-2.05518;
0.118981;1.92163;-2.13448;
0.119001;1.92087;-2.21203;
0.119001;1.92087;-2.21308;
0.119001;1.92086;-2.21484;
0.119002;1.92085;-2.21672;
0.119002;1.92083;-2.21695;
0.119002;1.92083;-2.21629;
0.119002;1.92082;-2.21507;
0.119003;1.92081;-2.21309;
0.119003;1.92079;-2.20989;
0.119004;1.92074;-2.20423;
0.119007;1.92064;-2.19305;
0.119012;1.92044;-2.17064;
0.119022;1.92005;-2.1259;
0.119042;1.91928;-2.03861;
0.119062;1.91852;-1.95151;
0.119082;1.91775;-1.86457;
0.119102;1.91698;-1.77782;
0.119122;1.91621;-1.69123;
0.119142;1.91545;-1.60483;
0.119162;1.91468;-1.51858;
0.119182;1.91392;-1.43252;
0.119202;1.91315;-1.34662;
0.119222;1.91239;-1.2609;
0.119242;1.91162;-1.17535;
0.119262;1.91086;-1.08997;
0.119282;1.91009;-1.00476;
0.119302;1.90933;-0.919722;
0.119322;1.90856;-0.83485;
0.119342;1.9078;-0.750152;
0.119362;1.90704;-0.665619;
0.119382;1.90628;-0.581259;
0.119402;1.90551;-0.497064;
0.119422;1.90475;-0.41304;
0.119442;1.90399;-0.329182;
0.119462;1.90323;-0.245493;
0.119482;1.90247;-0.16197;
0.119502;1.90171;-0.0786152;
0.119522;1.90095;0.00457479;
0.119542;1.90019;0.0875966;
0.119562;1.89943;0.170454;
0.119582;1.89867;0.253145;
0.119602;1.89791;0.335672;
0.119622;1.89715;0.418032;
0.119642;1.89639;0.500229;
0.119662;1.89563;0.582261;
0.119682;1.89487;0.66413;
0.119702;1.89411;0.745834;
0.119722;1.89336;0.827376;
0.119742;1.8926;0.908755;
0.119762;1.89184;0.989971;
0.119782;1.89109;1.07102;
0.119802;1.89033;1.15192;
0.119822;1.88957;1.23265;
0.119842;1.88882;1.31322;
0.119862;1.88806;1.39362;
0.119882;1.88731;1.47387;
0.119902;1.88655;1.55396;
0.119922;1.8858;1.63388;
0.119942;1.88504;1.71365;
0.119962;1.88429;1.79326;
0.119982;1.88354;1.87271;
0.12;1.88288;1.94249;
0.12;1.88287;1.94354;
0.12;1.88287;1.9453;
0.120001;1.88285;1.94718;
0.120001;1.88284;1.94742;
0.120001;1.88284;1.94676;
0.120001;1.88283;1.94554;
0.120002;1.88282;1.94356;
0.120002;1.88279;1.94037;
0.120003;1.88275;1.93472;
0.120006;1.88265;1.92356;
0.120011;1.88246;1.90119;
0.120021;1.88207;1.85653;
0.120041;1.88132;1.76941;
0.120061;1.88056;1.68248;
0.120081;1.87981;1.5957;
0.120101;1.87906;1.50912;
0.120121;1.87831;1.42269;
0.120141;1.87756;1.33645;
0.120161;1.87681;1.25037;
0.120181;1.87606;1.16447;
0.120201;1.87531;1.07873;
0.120221;1.87456;0.993177;
0.120241;1.87381;0.907785;
0.120261;1.87306;0.822569;
0.120281;1.87231;0.737518;
0.120301;1.87156;0.652642;
0.120321;1.87081;0.567931;
0.120341;1.87006;0.483394;
0.120361;1.86931;0.399021;
0.120381;1.86857;0.314821;
0.120401;1.86782;0.230785;
0.120421;1.86707;0.146921;
0.120441;1.86633;0.0632212;
0.120461;1.86558;-0.0203085;
0.120481;1.86483;-0.103674;
0.120501;1.86409;-0.18687;
0.120521;1.86334;-0.269903;
0.120541;1.8626;-0.352767;
