time;V(Net-_D1-K_);V(Net-_U2-+_);
0.0532224;5.16179;-1.18565;
0.0532424;5.15973;-1.10024;
0.0532624;5.15766;-1.01501;
0.0532824;5.1556;-0.929951;
0.0533024;5.15354;-0.845063;
0.0533224;5.15148;-0.76034;
0.0533424;5.14942;-0.675791;
0.0533624;5.14736;-0.591407;
0.0533824;5.1453;-0.507195;
0.0534024;5.14324;-0.423148;
0.0534224;5.14119;-0.339272;
0.0534424;5.13913;-0.255561;
0.0534624;5.13708;-0.17202;
0.0534824;5.13502;-0.088643;
0.0535024;5.13297;-0.00543512;
0.0535224;5.13091;0.0776087;
0.0535424;5.12886;0.160485;
0.0535624;5.12681;0.243197;
0.0535824;5.12476;0.325742;
0.0536024;5.12271;0.408124;
0.0536224;5.12066;0.490339;
0.0536424;5.11861;0.572392;
0.0536624;5.11657;0.65428;
0.0536824;5.11452;0.736005;
0.0537024;5.11248;0.817565;
0.0537224;5.11043;0.898964;
0.0537424;5.10839;0.980199;
0.0537624;5.10635;1.06127;
0.0537824;5.1043;1.14218;
0.0538024;5.10226;1.22293;
0.0538224;5.10022;1.30352;
0.0538424;5.09818;1.38395;
0.0538624;5.09614;1.46422;
0.0538824;5.0941;1.54432;
0.0539024;5.09207;1.62427;
0.0539224;5.09003;1.70405;
0.0539424;5.088;1.78368;
0.0539624;5.08596;1.86315;
0.0539824;5.08393;1.94246;
0.054;5.08214;2.01212;
0.0540001;5.08213;2.01316;
0.0540003;5.08211;2.01492;
0.0540007;5.08207;2.01681;
0.054001;5.08204;2.01704;
0.0540011;5.08203;2.01638;
0.0540012;5.08201;2.01516;
0.0540016;5.08198;2.01317;
0.0540022;5.08191;2.00998;
0.0540035;5.08178;2.00432;
0.054006;5.08152;1.99314;
0.0540112;5.081;1.97074;
0.0540214;5.07996;1.92601;
0.0540414;5.07793;1.83875;
0.0540614;5.0759;1.75168;
0.0540814;5.07387;1.66477;
0.0541014;5.07184;1.57804;
0.0541214;5.06981;1.49148;
0.0541414;5.06779;1.4051;
0.0541614;5.06576;1.31888;
0.0541814;5.06373;1.23284;
0.0542014;5.06171;1.14697;
0.0542214;5.05968;1.06128;
0.0542414;5.05766;0.975751;
0.0542614;5.05564;0.8904;
0.0542814;5.05362;0.805213;
0.0543014;5.05159;0.720202;
0.0543214;5.04957;0.635356;
0.0543414;5.04755;0.550684;
0.0543614;5.04554;0.466177;
0.0543814;5.04352;0.381842;
0.0544014;5.0415;0.297673;
0.0544214;5.03949;0.213675;
0.0544414;5.03747;0.129842;
0.0544614;5.03546;0.0461791;
0.0544814;5.03344;-0.0373191;
0.0545014;5.03143;-0.120648;
0.0545214;5.02942;-0.203813;
0.0545414;5.0274;-0.286809;
0.0545614;5.02539;-0.369642;
0.0545814;5.02338;-0.452307;
0.0546014;5.02138;-0.534809;
0.0546214;5.01937;-0.617144;
0.0546414;5.01736;-0.699316;
0.0546614;5.01535;-0.781323;
0.0546814;5.01335;-0.863167;
0.0547014;5.01134;-0.944847;
0.0547214;5.00934;-1.02636;
0.0547414;5.00734;-1.10772;
0.0547614;5.00533;-1.18891;
0.0547814;5.00333;-1.26994;
0.0548014;5.00133;-1.35081;
0.0548214;4.99933;-1.43151;
0.0548414;4.99733;-1.51205;
0.0548614;4.99533;-1.59244;
0.0548814;4.99333;-1.67266;
0.0549014;4.99134;-1.75272;
0.0549214;4.98934;-1.83263;
0.0549414;4.98735;-1.91237;
0.0549614;4.98535;-1.99195;
0.0549814;4.98336;-2.07138;
0.055001;4.9814;-2.14906;
0.0550011;4.98139;-2.1501;
0.0550013;4.98137;-2.15187;
0.0550017;4.98134;-2.15375;
0.055002;4.98131;-2.15398;
0.0550021;4.9813;-2.15332;
0.0550022;4.98128;-2.15211;
0.0550026;4.98125;-2.15012;
0.0550032;4.98119;-2.14693;
0.0550045;4.98106;-2.14128;
0.055007;4.9808;-2.13011;
0.0550122;4.98029;-2.10774;
0.0550224;4.97927;-2.06306;
0.0550424;4.97728;-1.97589;
0.0550624;4.97529;-1.88892;
0.0550824;4.9733;-1.80211;
0.0551024;4.97131;-1.71548;
0.0551224;4.96932;-1.62902;
0.0551424;4.96734;-1.54273;
0.0551624;4.96535;-1.45662;
0.0551824;4.96337;-1.37068;
0.0552024;4.96138;-1.2849;
0.0552224;4.9594;-1.19931;
0.0552424;4.95741;-1.11388;
0.0552624;4.95543;-1.02862;
0.0552824;4.95345;-0.943531;
0.0553024;4.95147;-0.858616;
0.0553224;4.94949;-0.773866;
0.0553424;4.94751;-0.68929;
0.0553624;4.94553;-0.604879;
0.0553824;4.94355;-0.52064;
0.0554024;4.94157;-0.436566;
0.0554224;4.9396;-0.352663;
0.0554424;4.93762;-0.268925;
0.0554624;4.93565;-0.185358;
0.0554824;4.93367;-0.101954;
0.0555024;4.9317;-0.0187195;
0.0555224;4.92973;0.0643508;
0.0555424;4.92776;0.147253;
0.0555624;4.92579;0.229992;
0.0555824;4.92382;0.312563;
0.0556024;4.92185;0.394971;
0.0556224;4.91988;0.477213;
0.0556424;4.91791;0.559292;
0.0556624;4.91594;0.641206;
0.0556824;4.91398;0.722957;
0.0557024;4.91201;0.804544;
0.0557224;4.91005;0.885969;
0.0557424;4.90809;0.96723;
0.0557624;4.90612;1.04833;
0.0557824;4.90416;1.12927;
0.0558024;4.9022;1.21004;
0.0558224;4.90024;1.29066;
0.0558424;4.89828;1.37111;
0.0558624;4.89632;1.4514;
0.0558824;4.89436;1.53153;
0.0559024;4.8924;1.6115;
0.0559224;4.89045;1.69132;
0.0559424;4.88849;1.77097;
0.0559624;4.88654;1.85046;
0.0559824;4.88458;1.9298;
0.056;4.88286;1.99948;
0.0560001;4.88285;2.00052;
0.0560003;4.88283;2.00229;
0.0560007;4.8828;2.00417;
0.056001;4.88277;2.0044;
0.0560011;4.88276;2.00374;
0.0560012;4.88274;2.00252;
0.0560016;4.88271;2.00053;
0.0560022;4.88265;1.99734;
0.0560035;4.88252;1.99169;
0.056006;4.88227;1.98051;
0.0560112;4.88177;1.95812;
0.0560214;4.88077;1.9134;
0.0560414;4.87882;1.82616;
0.0560614;4.87687;1.73912;
0.0560814;4.87492;1.65223;
0.0561014;4.87297;1.56553;
0.0561214;4.87102;1.47899;
0.0561414;4.86908;1.39264;
0.0561614;4.86713;1.30644;
0.0561814;4.86518;1.22043;
0.0562014;4.86324;1.13459;
0.0562214;4.86129;1.04892;
0.0562414;4.85935;0.963413;
0.0562614;4.8574;0.878086;
0.0562814;4.85546;0.792924;
0.0563014;4.85352;0.707938;
0.0563214;4.85158;0.623116;
0.0563414;4.84964;0.538469;
0.0563614;4.8477;0.453986;
0.0563814;4.84576;0.369676;
0.0564014;4.84382;0.285531;
0.0564214;4.84188;0.201557;
0.0564414;4.83995;0.117748;
0.0564614;4.83801;0.0341096;
0.0564814;4.83608;-0.0493645;
0.0565014;4.83414;-0.132669;
0.0565214;4.83221;-0.21581;
0.0565414;4.83028;-0.298783;
0.0565614;4.82835;-0.381591;
0.0565814;4.82642;-0.464233;
0.0566014;4.82449;-0.54671;
0.0566214;4.82256;-0.629022;
0.0566414;4.82063;-0.711171;
0.0566614;4.8187;-0.793154;
0.0566814;4.81677;-0.874974;
0.0567014;4.81485;-0.95663;
0.0567214;4.81292;-1.03812;
0.0567414;4.811;-1.11945;
0.0567614;4.80907;-1.20062;
0.0567814;4.80715;-1.28163;
0.0568014;4.80523;-1.36247;
0.0568214;4.8033;-1.44315;
0.0568414;4.80138;-1.52367;
0.0568614;4.79946;-1.60403;
0.0568814;4.79754;-1.68423;
0.0569014;4.79562;-1.76427;
0.0569214;4.79371;-1.84415;
0.0569414;4.79179;-1.92387;
0.0569614;4.78987;-2.00343;
0.0569814;4.78796;-2.08283;
0.057001;4.78608;-2.16049;
0.0570011;4.78607;-2.16154;
0.0570013;4.78605;-2.1633;
0.0570017;4.78601;-2.16518;
0.057002;4.78599;-2.16542;
0.0570021;4.78598;-2.16476;
0.0570022;4.78596;-2.16354;
0.0570026;4.78593;-2.16155;
0.0570032;4.78587;-2.15837;
0.0570045;4.78575;-2.15271;
0.057007;4.7855;-2.14154;
0.0570122;4.78501;-2.11916;
0.0570224;4.78403;-2.07447;
0.0570424;4.78212;-1.98728;
0.0570624;4.78021;-1.90029;
0.0570824;4.7783;-1.81345;
0.0571024;4.77639;-1.7268;
0.0571224;4.77448;-1.64031;
0.0571424;4.77257;-1.55401;
0.0571624;4.77066;-1.46787;
0.0571824;4.76875;-1.38191;
0.0572024;4.76684;-1.29611;
0.0572224;4.76494;-1.21049;
0.0572424;4.76303;-1.12504;
0.0572624;4.76113;-1.03976;
0.0572824;4.75922;-0.954649;
0.0573024;4.75732;-0.869712;
0.0573224;4.75542;-0.78494;
0.0573424;4.75351;-0.700342;
0.0573624;4.75161;-0.615908;
0.0573824;4.74971;-0.531647;
0.0574024;4.74781;-0.447552;
0.0574224;4.74591;-0.363627;
0.0574424;4.74402;-0.279867;
0.0574624;4.74212;-0.196277;
0.0574824;4.74022;-0.112852;
0.0575024;4.73833;-0.0295957;
0.0575224;4.73643;0.0534964;
0.0575424;4.73454;0.13642;
0.0575624;4.73264;0.219181;
0.0575824;4.73075;0.301774;
0.0576024;4.72886;0.384203;
0.0576224;4.72697;0.466467;
0.0576424;4.72508;0.548567;
0.0576624;4.72319;0.630502;
0.0576824;4.7213;0.712275;
0.0577024;4.71941;0.793883;
0.0577224;4.71752;0.875329;
0.0577424;4.71564;0.956612;
0.0577624;4.71375;1.03773;
0.0577824;4.71187;1.11869;
0.0578024;4.70998;1.19949;
0.0578224;4.7081;1.28012;
0.0578424;4.70622;1.3606;
0.0578624;4.70433;1.44091;
0.0578824;4.70245;1.52106;
0.0579024;4.70057;1.60105;
0.0579224;4.69869;1.68089;
0.0579424;4.69681;1.76056;
0.0579624;4.69493;1.84007;
0.0579824;4.69306;1.91943;
0.058;4.6914;1.98913;
0.0580001;4.6914;1.99018;
0.0580003;4.69138;1.99194;
0.0580007;4.69134;1.99382;
0.058001;4.69131;1.99405;
0.0580011;4.6913;1.99339;
0.0580012;4.69129;1.99218;
0.0580016;4.69126;1.99019;
0.0580022;4.6912;1.987;
0.0580035;4.69108;1.98134;
0.058006;4.69084;1.97017;
0.0580112;4.69036;1.94778;
0.0580214;4.6894;1.90307;
0.0580414;4.68752;1.81586;
0.0580614;4.68565;1.72883;
0.0580814;4.68377;1.64197;
0.0581014;4.6819;1.55529;
0.0581214;4.68003;1.46877;
0.0581414;4.67816;1.38243;
0.0581614;4.67629;1.29626;
0.0581814;4.67442;1.21027;
0.0582014;4.67255;1.12444;
0.0582214;4.67068;1.0388;
0.0582414;4.66881;0.953312;
0.0582614;4.66694;0.868005;
0.0582814;4.66508;0.782863;
0.0583014;4.66321;0.697897;
0.0583214;4.66135;0.613095;
0.0583414;4.65948;0.528468;
0.0583614;4.65762;0.444005;
0.0583814;4.65575;0.359715;
0.0584014;4.65389;0.27559;
0.0584214;4.65203;0.191636;
0.0584414;4.65017;0.107847;
0.0584614;4.64831;0.0242281;
0.0584814;4.64645;-0.0592262;
0.0585014;4.64459;-0.142511;
0.0585214;4.64274;-0.225632;
0.0585414;4.64088;-0.308585;
0.0585614;4.63902;-0.391374;
0.0585814;4.63717;-0.473996;
0.0586014;4.63531;-0.556455;
0.0586214;4.63346;-0.638747;
0.0586414;4.63161;-0.720876;
0.0586614;4.62976;-0.802839;
0.0586814;4.6279;-0.88464;
0.0587014;4.62605;-0.966277;
0.0587214;4.6242;-1.04775;
0.0587414;4.62235;-1.12906;
0.0587614;4.62051;-1.21021;
0.0587814;4.61866;-1.2912;
0.0588014;4.61681;-1.37202;
0.0588214;4.61496;-1.45269;
0.0588414;4.61312;-1.53319;
0.0588614;4.61127;-1.61353;
0.0588814;4.60943;-1.69371;
0.0589014;4.60759;-1.77373;
0.0589214;4.60574;-1.85359;
0.0589414;4.6039;-1.93329;
0.0589614;4.60206;-2.01283;
0.0589814;4.60022;-2.09222;
0.059001;4.59842;-2.16986;
0.0590011;4.59841;-2.1709;
0.0590013;4.59839;-2.17266;
0.0590017;4.59835;-2.17455;
0.059002;4.59832;-2.17478;
0.0590021;4.59832;-2.17412;
0.0590022;4.5983;-2.1729;
0.0590026;4.59827;-2.17091;
0.0590032;4.59821;-2.16773;
0.0590045;4.5981;-2.16207;
0.059007;4.59786;-2.1509;
0.0590122;4.59739;-2.12851;
0.0590224;4.59645;-2.08381;
0.0590424;4.59461;-1.99661;
0.0590624;4.59277;-1.90959;
0.0590824;4.59094;-1.82274;
0.0591024;4.5891;-1.73607;
0.0591224;4.58727;-1.64956;
0.0591424;4.58543;-1.56324;
0.0591624;4.5836;-1.47708;
0.0591824;4.58176;-1.3911;
0.0592024;4.57993;-1.30529;
0.0592224;4.5781;-1.21965;
0.0592424;4.57627;-1.13418;
0.0592624;4.57444;-1.04888;
0.0592824;4.57261;-0.963751;
0.0593024;4.57078;-0.878796;
0.0593224;4.56895;-0.794006;
0.0593424;4.56713;-0.70939;
0.0593624;4.5653;-0.624938;
0.0593824;4.56347;-0.54066;
0.0594024;4.56165;-0.456546;
0.0594224;4.55982;-0.372603;
0.0594424;4.558;-0.288825;
0.0594624;4.55618;-0.205217;
0.0594824;4.55436;-0.121774;
0.0595024;4.55253;-0.0385002;
0.0595224;4.55071;0.0446097;
0.0595424;4.54889;0.127551;
0.0595624;4.54707;0.210329;
0.0595824;4.54526;0.29294;
0.0596024;4.54344;0.375387;
0.0596224;4.54162;0.457669;
0.0596424;4.53981;0.539787;
0.0596624;4.53799;0.621739;
0.0596824;4.53617;0.703529;
0.0597024;4.53436;0.785155;
0.0597224;4.53255;0.866619;
0.0597424;4.53073;0.947918;
0.0597624;4.52892;1.02906;
0.0597824;4.52711;1.11003;
0.0598024;4.5253;1.19085;
0.0598224;4.52349;1.2715;
0.0598424;4.52168;1.35199;
0.0598624;4.51987;1.43232;
0.0598824;4.51807;1.51249;
0.0599024;4.51626;1.5925;
0.0599224;4.51445;1.67235;
0.0599424;4.51265;1.75204;
0.0599624;4.51084;1.83157;
0.0599824;4.50904;1.91094;
0.06;4.50745;1.98066;
0.0600001;4.50744;1.9817;
0.0600003;4.50743;1.98347;
0.0600007;4.50739;1.98535;
0.060001;4.50736;1.98558;
0.0600011;4.50736;1.98492;
0.0600012;4.50734;1.9837;
0.0600016;4.50731;1.98172;
0.0600022;4.50725;1.97853;
0.0600035;4.50714;1.97287;
0.060006;4.50691;1.9617;
0.0600112;4.50645;1.93932;
0.0600214;4.50552;1.89462;
0.0600414;4.50372;1.80742;
0.0600614;4.50192;1.72041;
0.0600814;4.50012;1.63356;
0.0601014;4.49832;1.5469;
0.0601214;4.49652;1.4604;
0.0601414;4.49472;1.37408;
0.0601614;4.49293;1.28792;
0.0601814;4.49113;1.20195;
0.0602014;4.48933;1.11614;
0.0602214;4.48754;1.03051;
0.0602414;4.48574;0.945042;
0.0602614;4.48395;0.859752;
0.0602814;4.48216;0.774626;
0.0603014;4.48036;0.689676;
0.0603214;4.47857;0.604891;
0.0603414;4.47678;0.52028;
0.0603614;4.47499;0.435834;
0.0603814;4.4732;0.35156;
0.0604014;4.47141;0.267451;
0.0604214;4.46962;0.183513;
0.0604414;4.46784;0.0997406;
0.0604614;4.46605;0.0161379;
0.0604814;4.46426;-0.0673002;
0.0605014;4.46248;-0.150569;
0.0605214;4.46069;-0.233674;
0.0605414;4.45891;-0.316611;
0.0605614;4.45713;-0.399384;
0.0605814;4.45534;-0.48199;
0.0606014;4.45356;-0.564432;
0.0606214;4.45178;-0.646708;
0.0606414;4.45;-0.728822;
0.0606614;4.44822;-0.810769;
0.0606814;4.44644;-0.892555;
0.0607014;4.44466;-0.974175;
0.0607214;4.44289;-1.05563;
0.0607414;4.44111;-1.13693;
0.0607614;4.43933;-1.21806;
0.0607814;4.43756;-1.29903;
0.0608014;4.43578;-1.37984;
0.0608214;4.43401;-1.46049;
0.0608414;4.43224;-1.54098;
0.0608614;4.43046;-1.6213;
0.0608814;4.42869;-1.70147;
0.0609014;4.42692;-1.78147;
0.0609214;4.42515;-1.86132;
0.0609414;4.42338;-1.941;
0.0609614;4.42161;-2.02053;
0.0609814;4.41984;-2.0999;
0.061001;4.41811;-2.17752;
0.0610011;4.4181;-2.17857;
0.0610013;4.41808;-2.18033;
0.0610017;4.41805;-2.18221;
0.061002;4.41802;-2.18244;
0.0610021;4.41802;-2.18178;
0.0610022;4.418;-2.18057;
0.0610026;4.41797;-2.17858;
0.0610032;4.41792;-2.17539;
0.0610045;4.4178;-2.16973;
0.061007;4.41758;-2.15856;
0.0610122;4.41712;-2.13617;
0.0610224;4.41622;-2.09146;
0.0610424;4.41445;-2.00424;
0.0610624;4.41269;-1.91721;
0.0610824;4.41092;-1.83034;
0.0611024;4.40916;-1.74366;
0.0611224;4.4074;-1.65714;
0.0611424;4.40563;-1.5708;
0.0611624;4.40387;-1.48462;
0.0611824;4.40211;-1.39863;
0.0612024;4.40035;-1.3128;
0.0612224;4.39859;-1.22715;
0.0612424;4.39683;-1.14166;
0.0612624;4.39507;-1.05635;
0.0612824;4.39332;-0.971204;
0.0613024;4.39156;-0.886234;
0.0613224;4.3898;-0.801429;
0.0613424;4.38805;-0.716798;
0.0613624;4.38629;-0.632331;
0.0613824;4.38454;-0.548038;
0.0614024;4.38278;-0.463909;
0.0614224;4.38103;-0.379952;
0.0614424;4.37928;-0.296159;
0.0614624;4.37753;-0.212537;
0.0614824;4.37578;-0.129079;
0.0615024;4.37403;-0.0457904;
0.0615224;4.37228;0.037334;
0.0615424;4.37053;0.12029;
0.0615624;4.36878;0.203083;
0.0615824;4.36703;0.285708;
0.0616024;4.36529;0.36817;
0.0616224;4.36354;0.450465;
0.0616424;4.3618;0.532598;
0.0616624;4.36005;0.614565;
0.0616824;4.35831;0.696369;
0.0617024;4.35657;0.778009;
0.0617224;4.35482;0.859487;
0.0617424;4.35308;0.940801;
0.0617624;4.35134;1.02195;
0.0617824;4.3496;1.10294;
0.0618024;4.34786;1.18377;
0.0618224;4.34612;1.26444;
0.0618424;4.34439;1.34494;
0.0618624;4.34265;1.42529;
0.0618824;4.34091;1.50547;
0.0619024;4.33917;1.58549;
0.0619224;4.33744;1.66536;
0.0619424;4.3357;1.74506;
0.0619624;4.33397;1.82461;
0.0619824;4.33224;1.90399;
0.062;4.33071;1.97372;
0.0620001;4.3307;1.97477;
0.0620003;4.33069;1.97653;
0.0620007;4.33065;1.97841;
0.062001;4.33063;1.97864;
0.0620011;4.33062;1.97798;
0.0620012;4.33061;1.97677;
0.0620016;4.33058;1.97478;
0.0620022;4.33052;1.97159;
0.0620035;4.33041;1.96594;
0.062006;4.33019;1.95477;
0.0620112;4.32975;1.93239;
0.0620214;4.32886;1.8877;
0.0620414;4.32713;1.80051;
0.0620614;4.3254;1.71352;
0.0620814;4.32367;1.62668;
0.0621014;4.32194;1.54003;
0.0621214;4.32021;1.45354;
0.0621414;4.31848;1.36724;
0.0621614;4.31676;1.2811;
0.0621814;4.31503;1.19514;
0.0622014;4.3133;1.10934;
0.0622214;4.31158;1.02372;
0.0622414;4.30985;0.938271;
0.0622614;4.30813;0.852994;
0.0622814;4.30641;0.767883;
0.0623014;4.30469;0.682946;
0.0623214;4.30296;0.598174;
0.0623414;4.30124;0.513576;
0.0623614;4.29952;0.429144;
0.0623814;4.2978;0.344883;
0.0624014;4.29609;0.260788;
0.0624214;4.29437;0.176863;
0.0624414;4.29265;0.0931038;
0.0624614;4.29093;0.00951438;
0.0624814;4.28922;-0.0739106;
0.0625014;4.2875;-0.157166;
0.0625214;4.28579;-0.240258;
0.0625414;4.28407;-0.323182;
0.0625614;4.28236;-0.405942;
0.0625814;4.28065;-0.488534;
0.0626014;4.27894;-0.570964;
0.0626214;4.27722;-0.653227;
0.0626414;4.27551;-0.735327;
0.0626614;4.2738;-0.817262;
0.0626814;4.27209;-0.899034;
0.0627014;4.27039;-0.980642;
0.0627214;4.26868;-1.06209;
0.0627414;4.26697;-1.14337;
0.0627614;4.26526;-1.22449;
0.0627814;4.26356;-1.30545;
0.0628014;4.26185;-1.38624;
0.0628214;4.26015;-1.46688;
0.0628414;4.25845;-1.54735;
0.0628614;4.25674;-1.62767;
0.0628814;4.25504;-1.70782;
0.0629014;4.25334;-1.78781;
0.0629214;4.25164;-1.86764;
0.0629414;4.24994;-1.94731;
0.0629614;4.24824;-2.02683;
0.0629814;4.24654;-2.10618;
0.063001;4.24487;-2.1838;
0.0630011;4.24487;-2.18484;
0.0630013;4.24485;-2.1866;
0.0630017;4.24482;-2.18848;
0.063002;4.24479;-2.18872;
0.0630021;4.24478;-2.18806;
0.0630022;4.24477;-2.18684;
0.0630026;4.24474;-2.18485;
0.0630032;4.24469;-2.18166;
0.0630045;4.24458;-2.17601;
0.063007;4.24436;-2.16483;
0.0630122;4.24393;-2.14244;
0.0630224;4.24306;-2.09772;
0.0630424;4.24136;-2.01049;
0.0630624;4.23967;-1.92345;
0.0630824;4.23797;-1.83657;
0.0631024;4.23627;-1.74987;
0.0631224;4.23458;-1.66334;
0.0631424;4.23289;-1.57699;
0.0631624;4.23119;-1.4908;
0.0631824;4.2295;-1.40479;
0.0632024;4.22781;-1.31895;
0.0632224;4.22612;-1.23328;
0.0632424;4.22443;-1.14779;
0.0632624;4.22274;-1.06246;
0.0632824;4.22105;-0.977305;
0.0633024;4.21936;-0.892323;
0.0633224;4.21768;-0.807506;
0.0633424;4.21599;-0.722862;
0.0633624;4.2143;-0.638384;
0.0633824;4.21262;-0.554079;
0.0634024;4.21093;-0.469938;
0.0634224;4.20925;-0.385968;
0.0634424;4.20757;-0.302164;
0.0634624;4.20588;-0.21853;
0.0634824;4.2042;-0.13506;
0.0635024;4.20252;-0.0517591;
0.0635224;4.20084;0.0313772;
0.0635424;4.19916;0.114345;
0.0635624;4.19748;0.19715;
0.0635824;4.1958;0.279787;
0.0636024;4.19412;0.362261;
0.0636224;4.19245;0.444568;
0.0636424;4.19077;0.526712;
0.0636624;4.18909;0.608691;
0.0636824;4.18742;0.690507;
0.0637024;4.18574;0.772159;
0.0637224;4.18407;0.853648;
0.0637424;4.1824;0.934974;
0.0637624;4.18072;1.01614;
0.0637824;4.17905;1.09714;
0.0638024;4.17738;1.17798;
0.0638224;4.17571;1.25866;
0.0638424;4.17404;1.33917;
0.0638624;4.17237;1.41953;
0.0638824;4.1707;1.49973;
0.0639024;4.16903;1.57976;
0.0639224;4.16737;1.65964;
0.0639424;4.1657;1.73935;
0.0639624;4.16403;1.81891;
0.0639824;4.16237;1.89831;
0.064;4.1609;1.96804;
0.0640001;4.1609;1.96909;
0.0640003;4.16088;1.97085;
0.0640007;4.16085;1.97273;
0.064001;4.16082;1.97297;
0.0640011;4.16081;1.97231;
0.0640012;4.1608;1.97109;
0.0640016;4.16077;1.9691;
0.0640022;4.16072;1.96592;
0.0640035;4.16061;1.96026;
0.064006;4.1604;1.94909;
0.0640112;4.15998;1.92672;
0.0640214;4.15912;1.88203;
0.0640414;4.15746;1.79486;
0.0640614;4.1558;1.70787;
0.0640814;4.15414;1.62105;
0.0641014;4.15247;1.53441;
0.0641214;4.15081;1.44793;
0.0641414;4.14915;1.36164;
0.0641614;4.14749;1.27551;
0.0641814;4.14584;1.18956;
0.0642014;4.14418;1.10378;
0.0642214;4.14252;1.01817;
0.0642414;4.14086;0.932728;
0.0642614;4.13921;0.847462;
0.0642814;4.13755;0.762361;
0.0643014;4.1359;0.677436;
0.0643214;4.13424;0.592675;
0.0643414;4.13259;0.508088;
0.0643614;4.13094;0.423666;
0.0643814;4.12929;0.339417;
0.0644014;4.12763;0.255332;
0.0644214;4.12598;0.171419;
0.0644414;4.12433;0.0876701;
0.0644614;4.12268;0.00409157;
0.0644814;4.12103;-0.0793225;
0.0645014;4.11939;-0.162568;
0.0645214;4.11774;-0.245649;
0.0645414;4.11609;-0.328561;
0.0645614;4.11445;-0.411311;
0.0645814;4.1128;-0.493893;
0.0646014;4.11116;-0.576311;
0.0646214;4.10951;-0.658564;
0.0646414;4.10787;-0.740653;
0.0646614;4.10623;-0.822577;
0.0646814;4.10458;-0.904339;
0.0647014;4.10294;-0.985936;
0.0647214;4.1013;-1.06737;
0.0647414;4.09966;-1.14864;
0.0647614;4.09802;-1.22975;
0.0647814;4.09638;-1.3107;
0.0648014;4.09474;-1.39149;
0.0648214;4.09311;-1.47211;
0.0648414;4.09147;-1.55257;
0.0648614;4.08983;-1.63288;
0.0648814;4.0882;-1.71302;
0.0649014;4.08656;-1.793;
0.0649214;4.08493;-1.87282;
0.0649414;4.0833;-1.95248;
0.0649614;4.08166;-2.03199;
0.0649814;4.08003;-2.11133;
0.065001;4.07843;-2.18894;
0.0650011;4.07842;-2.18998;
0.0650013;4.07841;-2.19174;
0.0650017;4.07837;-2.19362;
0.065002;4.07835;-2.19385;
0.0650021;4.07834;-2.19319;
0.0650022;4.07833;-2.19198;
0.0650026;4.0783;-2.18999;
0.0650032;4.07825;-2.1868;
0.0650045;4.07815;-2.18114;
0.065007;4.07794;-2.16996;
0.0650122;4.07752;-2.14757;
0.0650224;4.07669;-2.10285;
0.0650424;4.07506;-2.01561;
0.0650624;4.07343;-1.92855;
0.0650824;4.0718;-1.84166;
0.0651024;4.07017;-1.75496;
0.0651224;4.06854;-1.66841;
0.0651424;4.06691;-1.58205;
0.0651624;4.06529;-1.49585;
0.0651824;4.06366;-1.40984;
0.0652024;4.06204;-1.32398;
0.0652224;4.06041;-1.23831;
0.0652424;4.05879;-1.1528;
0.0652624;4.05716;-1.06747;
0.0652824;4.05554;-0.982301;
0.0653024;4.05392;-0.897308;
0.0653224;4.0523;-0.812481;
0.0653424;4.05068;-0.727828;
0.0653624;4.04906;-0.64334;
0.0653824;4.04744;-0.559024;
0.0654024;4.04582;-0.474874;
0.0654224;4.0442;-0.390894;
0.0654424;4.04259;-0.30708;
0.0654624;4.04097;-0.223436;
0.0654824;4.03935;-0.139956;
0.0655024;4.03774;-0.0566458;
0.0655224;4.03612;0.0265004;
0.0655424;4.03451;0.109478;
0.0655624;4.03289;0.192292;
0.0655824;4.03128;0.274939;
0.0656024;4.02967;0.357422;
0.0656224;4.02806;0.439739;
0.0656424;4.02645;0.521893;
0.0656624;4.02484;0.603882;
0.0656824;4.02323;0.685708;
0.0657024;4.02162;0.767369;
0.0657224;4.02001;0.848868;
0.0657424;4.0184;0.930203;
0.0657624;4.0168;1.01138;
0.0657824;4.01519;1.09239;
0.0658024;4.01358;1.17324;
0.0658224;4.01198;1.25392;
0.0658424;4.01037;1.33445;
0.0658624;4.00877;1.41482;
0.0658824;4.00717;1.49502;
0.0659024;4.00556;1.57507;
0.0659224;4.00396;1.65495;
0.0659424;4.00236;1.73467;
0.0659624;4.00076;1.81424;
0.0659824;3.99916;1.89365;
0.066;3.99775;1.96339;
0.0660001;3.99774;1.96444;
0.0660003;3.99773;1.9662;
0.0660007;3.9977;1.96808;
0.066001;3.99767;1.96832;
0.0660011;3.99767;1.96766;
0.0660012;3.99765;1.96644;
0.0660016;3.99763;1.96445;
0.0660022;3.99758;1.96127;
0.0660035;3.99747;1.95561;
0.066006;3.99727;1.94445;
0.0660112;3.99686;1.92207;
0.0660214;3.99604;1.87739;
0.0660414;3.99444;1.79023;
0.0660614;3.99285;1.70325;
0.0660814;3.99125;1.61644;
0.0661014;3.98965;1.52981;
0.0661214;3.98806;1.44334;
0.0661414;3.98646;1.35706;
0.0661614;3.98487;1.27094;
0.0661814;3.98328;1.185;
0.0662014;3.98168;1.09922;
0.0662214;3.98009;1.01362;
0.0662414;3.9785;0.928189;
0.0662614;3.97691;0.842933;
0.0662814;3.97532;0.757841;
0.0663014;3.97373;0.672924;
0.0663214;3.97214;0.588173;
0.0663414;3.97055;0.503595;
