time;V(Net-_C3-Pad1_);
0.422161;-0.0498692;
0.422181;-0.049974;
0.422201;-0.050078;
0.422221;-0.050181;
0.422241;-0.050283;
0.422261;-0.0503841;
0.422281;-0.0504843;
0.422301;-0.0505836;
0.422321;-0.0506819;
0.422341;-0.0507793;
0.422361;-0.0508758;
0.422381;-0.0509714;
0.422401;-0.051066;
0.422421;-0.0511597;
0.422441;-0.0512524;
0.422461;-0.0513443;
0.422481;-0.0514352;
0.422501;-0.0515252;
0.422521;-0.0516142;
0.422541;-0.0517023;
0.422561;-0.0517896;
0.422581;-0.0518758;
0.422601;-0.0519612;
0.422621;-0.0520457;
0.422641;-0.0521292;
0.422661;-0.0522118;
0.422681;-0.0522935;
0.422701;-0.0523742;
0.422721;-0.0524541;
0.422741;-0.052533;
0.422761;-0.052611;
0.422781;-0.0526881;
0.422801;-0.0527642;
0.422821;-0.0528395;
0.422841;-0.0529138;
0.422861;-0.0529872;
0.422881;-0.0530597;
0.422901;-0.0531313;
0.422921;-0.053202;
0.422941;-0.0532718;
0.422961;-0.0533406;
0.422981;-0.0534085;
0.423001;-0.0534756;
0.423021;-0.0535417;
0.423041;-0.0536069;
0.423061;-0.0536712;
0.423081;-0.0537346;
0.423101;-0.053797;
0.423121;-0.0538586;
0.423141;-0.0539193;
0.423161;-0.053979;
0.423181;-0.0540378;
0.423201;-0.0540958;
0.423221;-0.0541528;
0.423241;-0.0542089;
0.423261;-0.0542642;
0.423281;-0.0543185;
0.423301;-0.0543719;
0.423321;-0.0544244;
0.423341;-0.054476;
0.423361;-0.0545267;
0.423381;-0.0545765;
0.423401;-0.0546254;
0.423421;-0.0546734;
0.423441;-0.0547205;
0.423461;-0.0547667;
0.423481;-0.054812;
0.423501;-0.0548564;
0.423521;-0.0548999;
0.423541;-0.0549425;
0.423561;-0.0549842;
0.423581;-0.055025;
0.423601;-0.055065;
0.423621;-0.055104;
0.423641;-0.0551421;
0.423661;-0.0551794;
0.423681;-0.0552157;
0.423701;-0.0552511;
0.423721;-0.0552857;
0.423741;-0.0553194;
0.423761;-0.0553521;
0.423781;-0.055384;
0.423801;-0.055415;
0.423821;-0.0554451;
0.423841;-0.0554743;
0.423861;-0.0555027;
0.423881;-0.0555301;
0.423901;-0.0555566;
0.423921;-0.0555823;
0.423941;-0.0556071;
0.423961;-0.055631;
0.423981;-0.055654;
0.424001;-0.0556761;
0.424021;-0.0556973;
0.424041;-0.0557177;
0.424061;-0.0557371;
0.424081;-0.0557557;
0.424101;-0.0557734;
0.424121;-0.0557902;
0.424141;-0.0558061;
0.424161;-0.0558212;
0.424181;-0.0558354;
0.424201;-0.0558487;
0.424221;-0.0558611;
0.424241;-0.0558726;
0.424261;-0.0558833;
0.424281;-0.0558931;
0.424301;-0.055902;
0.424321;-0.05591;
0.424341;-0.0559171;
0.424361;-0.0559234;
0.424381;-0.0559288;
0.424401;-0.0559333;
0.424421;-0.055937;
0.424441;-0.0559398;
0.424461;-0.0559417;
0.424481;-0.0559427;
0.424501;-0.0559429;
0.424521;-0.0559422;
0.424541;-0.0559406;
0.424561;-0.0559381;
0.424581;-0.0559348;
0.424601;-0.0559306;
0.424621;-0.0559256;
0.424641;-0.0559196;
0.424661;-0.0559128;
0.424681;-0.0559052;
0.424701;-0.0558966;
0.424721;-0.0558872;
0.424741;-0.055877;
0.424761;-0.0558659;
0.424781;-0.0558539;
0.424801;-0.055841;
0.424821;-0.0558273;
0.424841;-0.0558127;
0.424861;-0.0557973;
0.424881;-0.055781;
0.424901;-0.0557638;
0.424921;-0.0557458;
0.424941;-0.0557269;
0.424961;-0.0557071;
0.424981;-0.0556865;
0.425001;-0.0556655;
0.425001;-0.0556654;
0.425001;-0.0556651;
0.425002;-0.0556647;
0.425002;-0.0556644;
0.425002;-0.0556643;
0.425002;-0.0556641;
0.425003;-0.0556638;
0.425003;-0.0556631;
0.425004;-0.0556617;
0.425007;-0.0556588;
0.425012;-0.0556531;
0.425022;-0.0556416;
0.425042;-0.0556183;
0.425062;-0.0555943;
0.425082;-0.0555693;
0.425102;-0.0555435;
0.425122;-0.0555169;
0.425142;-0.0554894;
0.425162;-0.055461;
0.425182;-0.0554318;
0.425202;-0.0554017;
0.425222;-0.0553708;
0.425242;-0.055339;
0.425262;-0.0553064;
0.425282;-0.0552729;
0.425302;-0.0552386;
0.425322;-0.0552034;
0.425342;-0.0551673;
0.425362;-0.0551304;
0.425382;-0.0550927;
0.425402;-0.0550541;
0.425422;-0.0550147;
0.425442;-0.0549744;
0.425462;-0.0549333;
0.425482;-0.0548913;
0.425502;-0.0548485;
0.425522;-0.0548049;
0.425542;-0.0547603;
0.425562;-0.054715;
0.425582;-0.0546688;
0.425602;-0.0546218;
0.425622;-0.0545739;
0.425642;-0.0545252;
0.425662;-0.0544756;
0.425682;-0.0544252;
0.425702;-0.0543739;
0.425722;-0.0543218;
0.425742;-0.0542689;
0.425762;-0.0542151;
0.425782;-0.0541605;
0.425802;-0.0541051;
0.425822;-0.0540488;
0.425842;-0.0539917;
0.425862;-0.0539337;
0.425882;-0.0538749;
0.425902;-0.0538153;
0.425922;-0.0537548;
0.425942;-0.0536935;
0.425962;-0.0536314;
0.425982;-0.0535684;
0.426002;-0.0535046;
0.426022;-0.05344;
0.426042;-0.0533745;
0.426062;-0.0533082;
0.426082;-0.0532411;
0.426102;-0.0531731;
0.426122;-0.0531043;
0.426142;-0.0530347;
0.426162;-0.0529643;
0.426182;-0.052893;
0.426202;-0.0528209;
0.426222;-0.0527479;
0.426242;-0.0526742;
0.426262;-0.0525996;
0.426282;-0.0525242;
0.426302;-0.0524479;
0.426322;-0.0523708;
0.426342;-0.052293;
0.426362;-0.0522142;
0.426382;-0.0521347;
0.426402;-0.0520543;
0.426422;-0.0519731;
0.426442;-0.0518911;
0.426462;-0.0518083;
0.426482;-0.0517247;
0.426502;-0.0516402;
0.426522;-0.0515549;
0.426542;-0.0514688;
0.426562;-0.0513818;
0.426582;-0.0512941;
0.426602;-0.0512055;
0.426622;-0.0511161;
0.426642;-0.0510259;
0.426662;-0.0509349;
